Ball Handling,Footwork,Attacking,Defending,Shooting,position
80,85,55,57,100,Goal Shooter
90,84,52,50,91,Goal Shooter
93,90,58,50,97,Goal Shooter
97,95,53,50,91,Goal Shooter
93,99,52,51,95,Goal Shooter
97,93,56,54,97,Goal Shooter
86,98,58,58,92,Goal Shooter
98,88,52,60,91,Goal Shooter
81,80,50,60,100,Goal Shooter
83,88,56,52,90,Goal Shooter
92,92,53,58,91,Goal Shooter
87,93,52,59,96,Goal Shooter
93,81,56,51,97,Goal Shooter
91,92,52,54,98,Goal Shooter
81,86,57,59,93,Goal Shooter
85,84,51,56,96,Goal Shooter
92,98,55,59,96,Goal Shooter
99,82,59,50,91,Goal Shooter
96,86,56,55,90,Goal Shooter
83,100,54,59,97,Goal Shooter
97,96,50,55,91,Goal Shooter
91,90,54,58,93,Goal Shooter
82,84,55,59,93,Goal Shooter
88,84,60,56,97,Goal Shooter
99,83,60,59,91,Goal Shooter
91,93,58,55,100,Goal Shooter
100,80,50,57,100,Goal Shooter
87,98,52,57,96,Goal Shooter
93,81,57,57,90,Goal Shooter
100,97,50,56,95,Goal Shooter
83,81,50,55,96,Goal Shooter
80,83,58,54,100,Goal Shooter
95,83,57,57,90,Goal Shooter
98,100,58,53,95,Goal Shooter
91,94,51,55,96,Goal Shooter
92,82,57,60,95,Goal Shooter
96,100,53,58,100,Goal Shooter
80,95,52,57,91,Goal Shooter
88,100,51,57,98,Goal Shooter
99,81,59,53,97,Goal Shooter
93,94,58,52,99,Goal Shooter
92,94,59,60,91,Goal Shooter
84,95,52,54,91,Goal Shooter
88,96,60,50,100,Goal Shooter
97,99,51,52,92,Goal Shooter
99,100,58,55,99,Goal Shooter
96,93,50,55,100,Goal Shooter
100,100,58,52,100,Goal Shooter
85,85,55,58,90,Goal Shooter
81,99,50,56,90,Goal Shooter
98,84,51,56,96,Goal Shooter
80,91,51,52,92,Goal Shooter
91,91,52,60,94,Goal Shooter
91,94,50,52,96,Goal Shooter
87,89,55,51,97,Goal Shooter
84,97,56,51,91,Goal Shooter
99,94,55,57,90,Goal Shooter
97,81,59,55,99,Goal Shooter
99,98,52,58,96,Goal Shooter
99,84,51,60,93,Goal Shooter
89,86,53,56,96,Goal Shooter
85,87,55,58,91,Goal Shooter
89,93,54,57,96,Goal Shooter
93,88,50,55,98,Goal Shooter
87,81,52,54,99,Goal Shooter
98,86,52,52,99,Goal Shooter
92,94,60,52,95,Goal Shooter
97,87,57,51,91,Goal Shooter
86,90,50,50,98,Goal Shooter
83,90,52,60,95,Goal Shooter
99,94,50,56,90,Goal Shooter
97,96,57,54,94,Goal Shooter
94,83,53,54,90,Goal Shooter
95,93,60,53,98,Goal Shooter
96,91,51,50,93,Goal Shooter
97,98,52,56,95,Goal Shooter
95,100,51,55,97,Goal Shooter
85,82,56,60,100,Goal Shooter
84,99,50,53,96,Goal Shooter
86,89,53,50,92,Goal Shooter
97,97,59,53,97,Goal Shooter
86,96,51,56,99,Goal Shooter
99,93,53,55,92,Goal Shooter
84,96,52,57,97,Goal Shooter
91,86,59,52,99,Goal Shooter
96,89,53,57,100,Goal Shooter
86,88,60,51,90,Goal Shooter
90,90,55,57,92,Goal Shooter
91,98,51,60,99,Goal Shooter
95,93,55,58,95,Goal Shooter
94,84,55,58,96,Goal Shooter
98,81,59,60,98,Goal Shooter
84,93,52,59,93,Goal Shooter
87,95,59,54,94,Goal Shooter
91,91,52,58,100,Goal Shooter
89,100,59,54,90,Goal Shooter
100,92,53,51,93,Goal Shooter
80,100,56,60,91,Goal Shooter
88,90,55,57,91,Goal Shooter
87,99,54,56,100,Goal Shooter
93,90,51,54,99,Goal Shooter
80,100,60,56,93,Goal Shooter
94,92,58,54,100,Goal Shooter
85,88,54,58,98,Goal Shooter
83,95,56,60,96,Goal Shooter
97,87,58,53,91,Goal Shooter
80,94,56,58,98,Goal Shooter
81,90,53,57,97,Goal Shooter
93,86,57,52,99,Goal Shooter
87,81,55,53,90,Goal Shooter
88,83,51,55,91,Goal Shooter
97,88,56,60,97,Goal Shooter
85,95,60,55,97,Goal Shooter
93,90,50,52,91,Goal Shooter
93,98,53,60,92,Goal Shooter
96,95,51,53,95,Goal Shooter
81,93,59,59,96,Goal Shooter
81,93,54,53,93,Goal Shooter
98,88,59,50,96,Goal Shooter
87,89,55,56,99,Goal Shooter
87,94,52,54,93,Goal Shooter
98,87,54,60,97,Goal Shooter
87,87,59,53,93,Goal Shooter
93,95,54,50,96,Goal Shooter
86,85,53,55,98,Goal Shooter
88,99,52,54,91,Goal Shooter
81,80,50,59,99,Goal Shooter
98,97,54,53,92,Goal Shooter
83,91,59,51,90,Goal Shooter
93,81,56,54,93,Goal Shooter
100,80,51,51,90,Goal Shooter
99,92,55,55,92,Goal Shooter
86,94,50,59,93,Goal Shooter
94,82,60,50,90,Goal Shooter
97,93,52,55,92,Goal Shooter
100,80,56,56,98,Goal Shooter
87,84,59,58,99,Goal Shooter
85,88,52,59,100,Goal Shooter
86,93,60,50,91,Goal Shooter
98,89,54,51,99,Goal Shooter
92,80,50,60,100,Goal Shooter
100,80,53,56,93,Goal Shooter
90,95,57,55,96,Goal Shooter
98,94,56,52,90,Goal Shooter
86,83,52,51,94,Goal Shooter
100,84,54,59,98,Goal Shooter
81,99,50,58,100,Goal Shooter
89,96,58,53,94,Goal Shooter
94,98,50,60,99,Goal Shooter
95,82,52,59,95,Goal Shooter
85,95,57,51,90,Goal Shooter
91,95,60,56,96,Goal Shooter
91,95,56,55,91,Goal Shooter
98,88,54,54,94,Goal Shooter
87,100,54,54,97,Goal Shooter
80,88,57,50,95,Goal Shooter
92,92,57,60,96,Goal Shooter
92,84,55,59,97,Goal Shooter
100,98,53,55,98,Goal Shooter
99,96,57,59,95,Goal Shooter
84,93,51,51,95,Goal Shooter
89,87,56,60,96,Goal Shooter
81,97,53,56,92,Goal Shooter
98,95,60,57,99,Goal Shooter
85,94,51,52,98,Goal Shooter
88,99,55,55,95,Goal Shooter
85,93,53,52,90,Goal Shooter
91,89,56,53,99,Goal Shooter
82,83,55,55,93,Goal Shooter
81,87,55,51,96,Goal Shooter
91,82,60,57,97,Goal Shooter
86,98,54,52,100,Goal Shooter
84,90,54,56,98,Goal Shooter
87,100,52,60,100,Goal Shooter
85,84,50,58,98,Goal Shooter
97,95,52,60,99,Goal Shooter
88,84,59,53,97,Goal Shooter
86,81,57,50,96,Goal Shooter
83,89,53,52,94,Goal Shooter
80,89,56,50,94,Goal Shooter
91,83,56,54,92,Goal Shooter
91,100,56,55,92,Goal Shooter
93,89,58,58,95,Goal Shooter
96,88,57,51,91,Goal Shooter
82,89,52,60,95,Goal Shooter
80,93,58,58,100,Goal Shooter
87,98,52,60,95,Goal Shooter
82,86,51,52,93,Goal Shooter
87,91,50,50,91,Goal Shooter
88,82,57,51,91,Goal Shooter
97,88,50,59,94,Goal Shooter
93,96,60,56,93,Goal Shooter
96,93,50,54,93,Goal Shooter
99,88,51,50,91,Goal Shooter
80,92,57,51,93,Goal Shooter
99,98,57,53,98,Goal Shooter
80,96,60,56,97,Goal Shooter
84,83,56,57,92,Goal Shooter
100,88,53,55,99,Goal Shooter
99,88,60,59,92,Goal Shooter
93,94,50,56,100,Goal Shooter
96,81,60,56,98,Goal Shooter
97,86,58,54,94,Goal Shooter
87,81,58,53,94,Goal Shooter
80,89,56,51,94,Goal Shooter
80,89,51,54,93,Goal Shooter
89,92,52,55,92,Goal Shooter
92,99,56,59,95,Goal Shooter
89,99,55,51,96,Goal Shooter
94,90,58,54,91,Goal Shooter
96,87,55,51,93,Goal Shooter
82,84,56,54,100,Goal Shooter
94,99,52,52,94,Goal Shooter
86,82,56,59,94,Goal Shooter
91,82,60,53,91,Goal Shooter
91,91,60,52,91,Goal Shooter
85,81,54,60,95,Goal Shooter
88,97,54,58,100,Goal Shooter
97,81,55,53,96,Goal Shooter
90,84,55,57,98,Goal Shooter
80,88,58,50,100,Goal Shooter
84,85,52,59,97,Goal Shooter
80,80,53,58,94,Goal Shooter
86,82,53,50,99,Goal Shooter
86,94,60,55,97,Goal Shooter
81,93,59,54,92,Goal Shooter
94,96,59,57,98,Goal Shooter
84,96,57,53,90,Goal Shooter
96,83,59,60,98,Goal Shooter
80,83,55,58,91,Goal Shooter
82,89,53,50,100,Goal Shooter
90,85,52,52,91,Goal Shooter
97,91,57,57,90,Goal Shooter
84,96,56,54,97,Goal Shooter
86,89,53,54,94,Goal Shooter
86,90,53,60,92,Goal Shooter
83,95,52,54,90,Goal Shooter
84,82,55,60,91,Goal Shooter
96,81,58,50,96,Goal Shooter
93,85,59,51,94,Goal Shooter
100,85,52,54,96,Goal Shooter
90,86,56,58,99,Goal Shooter
95,92,52,52,98,Goal Shooter
80,100,58,53,91,Goal Shooter
93,95,53,58,98,Goal Shooter
100,97,51,55,99,Goal Shooter
97,86,54,52,90,Goal Shooter
83,80,54,58,92,Goal Shooter
93,94,54,50,96,Goal Shooter
83,96,57,54,98,Goal Shooter
81,97,55,55,100,Goal Shooter
88,80,53,55,100,Goal Shooter
90,92,59,59,99,Goal Shooter
80,94,56,59,91,Goal Shooter
99,90,50,50,97,Goal Shooter
86,95,58,53,92,Goal Shooter
89,93,50,55,97,Goal Shooter
81,89,50,57,90,Goal Shooter
100,83,53,55,96,Goal Shooter
86,93,56,52,99,Goal Shooter
82,90,59,53,100,Goal Shooter
93,91,57,57,95,Goal Shooter
90,99,55,56,96,Goal Shooter
91,86,60,60,97,Goal Shooter
83,93,50,53,94,Goal Shooter
85,99,53,53,94,Goal Shooter
94,88,56,60,90,Goal Shooter
86,86,54,53,91,Goal Shooter
84,89,54,57,91,Goal Shooter
91,96,54,57,93,Goal Shooter
95,97,56,55,94,Goal Shooter
94,97,50,58,99,Goal Shooter
98,99,60,53,100,Goal Shooter
99,84,60,50,97,Goal Shooter
99,98,58,55,92,Goal Shooter
99,94,54,52,98,Goal Shooter
99,97,60,57,94,Goal Shooter
80,92,55,52,98,Goal Shooter
86,96,55,59,91,Goal Shooter
93,82,50,60,91,Goal Shooter
85,87,53,54,92,Goal Shooter
97,90,52,51,93,Goal Shooter
82,95,59,58,97,Goal Shooter
80,92,56,58,100,Goal Shooter
81,95,52,50,95,Goal Shooter
99,91,52,55,96,Goal Shooter
94,92,55,53,96,Goal Shooter
99,100,56,51,93,Goal Shooter
88,82,56,60,99,Goal Shooter
98,87,50,58,97,Goal Shooter
99,82,59,58,99,Goal Shooter
81,92,60,55,100,Goal Shooter
94,92,53,60,94,Goal Shooter
88,82,57,57,90,Goal Shooter
97,92,60,53,98,Goal Shooter
90,96,58,53,92,Goal Shooter
87,85,59,56,92,Goal Shooter
88,88,53,56,99,Goal Shooter
83,95,60,54,94,Goal Shooter
95,83,56,50,95,Goal Shooter
99,91,59,59,90,Goal Shooter
97,92,55,50,98,Goal Shooter
91,83,58,53,96,Goal Shooter
98,82,52,55,94,Goal Shooter
89,95,52,50,96,Goal Shooter
94,100,58,50,91,Goal Shooter
93,98,58,54,97,Goal Shooter
81,94,57,58,92,Goal Shooter
80,96,59,58,99,Goal Shooter
84,84,56,54,92,Goal Shooter
85,98,57,50,99,Goal Shooter
80,89,56,57,95,Goal Shooter
96,89,56,52,98,Goal Shooter
90,89,53,54,96,Goal Shooter
86,94,54,54,94,Goal Shooter
82,93,58,58,100,Goal Shooter
90,85,58,53,94,Goal Shooter
90,98,56,53,98,Goal Shooter
93,87,51,52,93,Goal Shooter
96,84,57,58,98,Goal Shooter
90,99,50,57,99,Goal Shooter
98,83,60,56,96,Goal Shooter
80,92,50,60,100,Goal Shooter
81,96,59,57,99,Goal Shooter
92,97,59,53,92,Goal Shooter
91,94,54,56,96,Goal Shooter
98,92,60,58,98,Goal Shooter
97,94,57,60,96,Goal Shooter
92,80,50,50,95,Goal Shooter
81,97,50,57,97,Goal Shooter
86,100,55,55,97,Goal Shooter
90,98,52,54,92,Goal Shooter
84,83,58,53,92,Goal Shooter
97,92,54,60,97,Goal Shooter
90,92,53,52,96,Goal Shooter
96,83,59,55,95,Goal Shooter
97,85,57,58,93,Goal Shooter
88,83,59,51,93,Goal Shooter
81,97,53,59,99,Goal Shooter
98,83,51,50,90,Goal Shooter
91,84,56,50,100,Goal Shooter
94,81,58,54,99,Goal Shooter
80,86,56,51,91,Goal Shooter
88,89,58,60,99,Goal Shooter
89,89,58,52,92,Goal Shooter
84,97,52,51,99,Goal Shooter
91,86,60,53,97,Goal Shooter
86,100,56,59,94,Goal Shooter
84,91,52,50,97,Goal Shooter
85,86,60,55,98,Goal Shooter
88,90,53,51,96,Goal Shooter
92,100,54,52,98,Goal Shooter
81,91,54,56,96,Goal Shooter
90,93,55,51,91,Goal Shooter
88,97,53,51,92,Goal Shooter
100,85,54,58,92,Goal Shooter
82,96,58,51,90,Goal Shooter
85,84,56,55,97,Goal Shooter
83,90,59,51,96,Goal Shooter
97,83,55,54,91,Goal Shooter
83,99,57,53,90,Goal Shooter
87,94,52,60,97,Goal Shooter
90,100,54,50,94,Goal Shooter
87,86,53,59,91,Goal Shooter
90,88,55,52,90,Goal Shooter
86,81,56,53,95,Goal Shooter
97,82,58,60,92,Goal Shooter
83,88,52,59,96,Goal Shooter
97,86,50,60,99,Goal Shooter
91,94,50,58,95,Goal Shooter
92,100,57,56,99,Goal Shooter
89,98,59,59,100,Goal Shooter
89,100,53,58,97,Goal Shooter
85,96,55,56,92,Goal Shooter
99,83,52,58,94,Goal Shooter
99,91,58,58,92,Goal Shooter
99,86,56,53,96,Goal Shooter
98,99,52,53,96,Goal Shooter
97,87,59,56,96,Goal Shooter
87,94,59,54,90,Goal Shooter
100,82,51,56,91,Goal Shooter
90,89,58,54,98,Goal Shooter
90,92,51,51,91,Goal Shooter
91,100,60,59,97,Goal Shooter
93,93,55,57,92,Goal Shooter
83,81,51,57,94,Goal Shooter
94,92,60,59,97,Goal Shooter
96,94,58,55,95,Goal Shooter
99,100,58,53,97,Goal Shooter
97,98,51,54,99,Goal Shooter
88,83,50,54,99,Goal Shooter
99,99,60,53,97,Goal Shooter
82,99,54,50,92,Goal Shooter
85,85,56,58,91,Goal Shooter
86,80,57,57,98,Goal Shooter
85,93,60,56,92,Goal Shooter
92,97,53,54,97,Goal Shooter
84,94,51,52,95,Goal Shooter
80,90,55,57,99,Goal Shooter
85,85,56,51,92,Goal Shooter
81,91,55,51,94,Goal Shooter
99,95,60,51,95,Goal Shooter
88,99,50,54,96,Goal Shooter
81,91,53,54,100,Goal Shooter
83,81,57,51,100,Goal Shooter
92,88,60,56,98,Goal Shooter
90,82,53,50,94,Goal Shooter
99,99,60,55,93,Goal Shooter
88,98,60,51,93,Goal Shooter
80,85,52,58,98,Goal Shooter
92,95,59,58,98,Goal Shooter
93,83,58,60,99,Goal Shooter
82,100,52,50,97,Goal Shooter
89,93,54,57,94,Goal Shooter
95,92,51,54,90,Goal Shooter
96,80,50,60,93,Goal Shooter
90,95,56,60,100,Goal Shooter
80,89,57,60,91,Goal Shooter
90,90,58,50,99,Goal Shooter
92,83,57,55,95,Goal Shooter
82,92,53,59,97,Goal Shooter
97,83,57,60,99,Goal Shooter
81,100,51,58,91,Goal Shooter
94,81,54,54,90,Goal Shooter
86,80,54,54,92,Goal Shooter
85,95,60,57,91,Goal Shooter
96,84,58,51,98,Goal Shooter
81,88,56,52,96,Goal Shooter
81,89,50,57,99,Goal Shooter
89,98,52,58,94,Goal Shooter
99,88,51,60,90,Goal Shooter
88,89,55,55,90,Goal Shooter
83,95,55,58,98,Goal Shooter
100,98,57,51,91,Goal Shooter
95,94,59,59,94,Goal Shooter
92,87,51,54,93,Goal Shooter
93,90,55,59,90,Goal Shooter
81,99,54,56,96,Goal Shooter
96,99,58,58,98,Goal Shooter
87,89,54,57,100,Goal Shooter
96,86,55,56,97,Goal Shooter
80,92,54,56,97,Goal Shooter
100,99,54,51,96,Goal Shooter
82,99,60,56,99,Goal Shooter
85,90,50,54,92,Goal Shooter
86,100,58,60,95,Goal Shooter
81,87,59,55,90,Goal Shooter
94,95,53,56,93,Goal Shooter
96,90,52,52,99,Goal Shooter
97,94,55,54,95,Goal Shooter
82,84,54,60,97,Goal Shooter
90,83,56,55,90,Goal Shooter
81,88,51,52,93,Goal Shooter
86,88,54,52,92,Goal Shooter
83,86,58,54,90,Goal Shooter
90,99,54,59,96,Goal Shooter
97,82,56,51,92,Goal Shooter
88,88,60,60,90,Goal Shooter
92,100,54,50,92,Goal Shooter
90,99,56,55,95,Goal Shooter
88,100,60,58,98,Goal Shooter
91,94,56,57,94,Goal Shooter
80,96,50,58,97,Goal Shooter
90,80,50,55,98,Goal Shooter
84,84,52,59,99,Goal Shooter
90,86,58,59,93,Goal Shooter
92,80,51,55,92,Goal Shooter
88,92,52,52,100,Goal Shooter
88,92,54,56,99,Goal Shooter
86,80,53,54,90,Goal Shooter
92,97,54,59,94,Goal Shooter
82,82,51,52,91,Goal Shooter
81,90,55,60,93,Goal Shooter
82,92,51,54,96,Goal Shooter
89,80,59,60,91,Goal Shooter
99,81,54,57,92,Goal Shooter
87,97,54,54,91,Goal Shooter
90,83,59,50,92,Goal Shooter
83,97,51,53,95,Goal Shooter
88,88,50,57,95,Goal Shooter
86,98,50,57,90,Goal Shooter
95,95,58,53,99,Goal Shooter
82,82,55,58,99,Goal Shooter
87,81,50,57,99,Goal Shooter
92,85,54,52,94,Goal Shooter
85,80,60,58,93,Goal Shooter
89,80,55,51,90,Goal Shooter
92,81,55,53,98,Goal Shooter
99,94,55,60,99,Goal Shooter
100,100,54,55,97,Goal Shooter
95,82,54,60,93,Goal Shooter
88,90,52,56,90,Goal Shooter
96,96,51,52,92,Goal Shooter
93,91,55,52,99,Goal Shooter
92,96,55,51,100,Goal Shooter
84,83,53,53,98,Goal Shooter
98,88,51,56,100,Goal Shooter
90,94,58,54,98,Goal Shooter
98,91,51,54,98,Goal Shooter
85,100,55,60,95,Goal Shooter
89,99,54,57,92,Goal Shooter
97,85,55,58,98,Goal Shooter
94,91,51,52,96,Goal Shooter
85,80,57,53,92,Goal Shooter
81,84,60,52,94,Goal Shooter
89,80,55,60,92,Goal Shooter
98,86,58,58,97,Goal Shooter
80,93,51,56,96,Goal Shooter
86,82,54,52,90,Goal Shooter
86,95,57,54,99,Goal Shooter
85,85,52,52,90,Goal Shooter
96,96,53,56,94,Goal Shooter
86,93,59,60,94,Goal Shooter
89,96,55,59,100,Goal Shooter
93,99,54,58,99,Goal Shooter
87,87,53,57,93,Goal Shooter
99,81,57,56,91,Goal Shooter
95,99,54,51,99,Goal Shooter
92,82,52,51,91,Goal Shooter
88,82,57,53,98,Goal Shooter
84,98,56,53,98,Goal Shooter
96,95,55,50,90,Goal Shooter
80,98,53,55,97,Goal Shooter
83,100,56,59,93,Goal Shooter
93,97,53,60,95,Goal Shooter
83,86,52,53,99,Goal Shooter
80,91,53,57,91,Goal Shooter
95,90,51,52,100,Goal Shooter
91,85,60,60,100,Goal Shooter
83,81,52,59,100,Goal Shooter
92,80,54,56,99,Goal Shooter
87,90,52,58,90,Goal Shooter
88,85,50,52,92,Goal Shooter
99,93,50,52,95,Goal Shooter
99,98,59,60,95,Goal Shooter
85,82,52,58,93,Goal Shooter
99,100,57,55,90,Goal Shooter
97,96,59,55,93,Goal Shooter
95,98,58,51,92,Goal Shooter
90,100,58,56,98,Goal Shooter
82,88,56,55,98,Goal Shooter
88,86,56,54,99,Goal Shooter
90,91,60,58,94,Goal Shooter
94,99,53,57,91,Goal Shooter
96,93,52,55,93,Goal Shooter
90,98,58,52,92,Goal Shooter
95,82,59,59,92,Goal Shooter
99,89,58,57,95,Goal Shooter
96,88,57,54,99,Goal Shooter
92,89,53,54,96,Goal Shooter
98,90,50,54,93,Goal Shooter
85,94,54,55,94,Goal Shooter
80,89,50,54,94,Goal Shooter
90,89,60,58,95,Goal Shooter
84,91,52,54,99,Goal Shooter
86,88,54,58,92,Goal Shooter
84,80,60,50,91,Goal Shooter
100,86,59,50,96,Goal Shooter
92,84,56,55,96,Goal Shooter
88,93,50,50,100,Goal Shooter
82,85,50,59,99,Goal Shooter
91,96,55,60,92,Goal Shooter
93,91,52,56,97,Goal Shooter
82,92,53,55,91,Goal Shooter
84,80,54,59,98,Goal Shooter
89,80,56,59,91,Goal Shooter
100,100,51,53,93,Goal Shooter
100,89,51,53,97,Goal Shooter
97,81,55,54,92,Goal Shooter
84,96,55,54,98,Goal Shooter
81,86,55,59,100,Goal Shooter
88,89,57,53,90,Goal Shooter
94,82,54,57,91,Goal Shooter
83,84,59,51,90,Goal Shooter
88,89,53,58,99,Goal Shooter
89,93,53,53,91,Goal Shooter
82,97,54,60,95,Goal Shooter
82,98,60,52,99,Goal Shooter
99,97,56,60,94,Goal Shooter
92,98,52,51,90,Goal Shooter
84,93,54,55,93,Goal Shooter
97,86,57,56,90,Goal Shooter
100,80,51,58,97,Goal Shooter
80,98,57,56,91,Goal Shooter
86,86,51,54,96,Goal Shooter
83,96,56,55,99,Goal Shooter
80,94,56,59,96,Goal Shooter
99,89,53,55,97,Goal Shooter
89,83,56,58,90,Goal Shooter
98,99,55,57,95,Goal Shooter
88,86,53,58,98,Goal Shooter
92,91,56,59,90,Goal Shooter
84,82,60,55,93,Goal Shooter
90,80,54,59,90,Goal Shooter
99,82,53,59,97,Goal Shooter
93,92,60,54,92,Goal Shooter
96,99,59,60,95,Goal Shooter
84,89,55,60,97,Goal Shooter
94,92,57,51,91,Goal Shooter
80,90,54,55,96,Goal Shooter
84,88,60,56,94,Goal Shooter
92,99,54,55,97,Goal Shooter
88,89,59,50,99,Goal Shooter
84,89,57,58,91,Goal Shooter
93,85,53,53,95,Goal Shooter
100,89,54,50,92,Goal Shooter
91,89,53,51,95,Goal Shooter
91,98,56,55,100,Goal Shooter
84,83,55,54,95,Goal Shooter
91,86,54,50,98,Goal Shooter
87,99,54,56,92,Goal Shooter
94,85,50,59,100,Goal Shooter
97,100,55,58,98,Goal Shooter
84,84,50,54,97,Goal Shooter
91,96,59,59,93,Goal Shooter
89,86,58,53,99,Goal Shooter
98,85,59,59,97,Goal Shooter
90,85,59,50,100,Goal Shooter
84,80,53,59,91,Goal Shooter
98,86,52,53,91,Goal Shooter
84,84,55,59,97,Goal Shooter
81,82,56,50,92,Goal Shooter
90,89,53,52,92,Goal Shooter
83,86,60,59,99,Goal Shooter
87,88,57,57,96,Goal Shooter
81,84,52,59,97,Goal Shooter
92,81,53,56,98,Goal Shooter
81,81,54,57,98,Goal Shooter
97,100,54,54,97,Goal Shooter
89,83,57,59,99,Goal Shooter
83,96,54,59,98,Goal Shooter
95,95,56,51,90,Goal Shooter
87,93,55,60,90,Goal Shooter
91,92,50,51,100,Goal Shooter
97,85,53,59,92,Goal Shooter
95,91,50,52,91,Goal Shooter
96,94,51,50,100,Goal Shooter
94,91,57,60,96,Goal Shooter
88,87,52,59,97,Goal Shooter
100,84,54,60,93,Goal Shooter
99,81,54,54,97,Goal Shooter
95,90,55,54,92,Goal Shooter
91,82,50,57,99,Goal Shooter
90,98,53,56,91,Goal Shooter
81,83,50,56,93,Goal Shooter
100,91,53,58,96,Goal Shooter
94,92,51,60,99,Goal Shooter
100,90,52,54,90,Goal Shooter
100,90,57,54,96,Goal Shooter
83,96,56,54,95,Goal Shooter
80,98,57,51,90,Goal Shooter
80,91,56,54,90,Goal Shooter
100,100,53,55,92,Goal Shooter
93,94,54,52,99,Goal Shooter
99,80,50,60,98,Goal Shooter
90,80,57,59,96,Goal Shooter
89,91,60,59,94,Goal Shooter
99,83,57,54,97,Goal Shooter
84,96,52,57,91,Goal Shooter
85,95,50,56,100,Goal Shooter
94,82,58,57,94,Goal Shooter
96,91,55,60,97,Goal Shooter
88,81,56,55,98,Goal Shooter
100,92,53,57,90,Goal Shooter
93,94,56,56,96,Goal Shooter
100,90,59,57,95,Goal Shooter
81,86,57,50,92,Goal Shooter
90,91,51,59,97,Goal Shooter
80,99,58,54,93,Goal Shooter
86,81,53,58,98,Goal Shooter
93,89,59,54,97,Goal Shooter
85,90,50,55,97,Goal Shooter
88,94,58,52,94,Goal Shooter
87,100,58,57,92,Goal Shooter
90,98,50,52,100,Goal Shooter
83,98,51,58,95,Goal Shooter
99,93,58,60,90,Goal Shooter
97,82,50,53,91,Goal Shooter
84,93,60,50,96,Goal Shooter
81,96,53,56,94,Goal Shooter
96,98,58,51,90,Goal Shooter
87,98,54,51,96,Goal Shooter
89,83,56,53,93,Goal Shooter
90,81,58,50,97,Goal Shooter
81,96,55,54,90,Goal Shooter
88,99,59,50,100,Goal Shooter
81,94,52,58,94,Goal Shooter
99,96,54,60,92,Goal Shooter
84,81,54,59,96,Goal Shooter
84,82,54,52,98,Goal Shooter
88,87,50,55,93,Goal Shooter
90,92,60,51,97,Goal Shooter
89,81,54,56,92,Goal Shooter
80,90,55,53,98,Goal Shooter
87,91,53,51,100,Goal Shooter
80,82,52,57,94,Goal Shooter
84,98,55,54,98,Goal Shooter
95,98,56,51,99,Goal Shooter
97,93,60,50,90,Goal Shooter
89,99,56,56,99,Goal Shooter
81,97,58,59,95,Goal Shooter
95,94,52,60,99,Goal Shooter
99,96,56,60,99,Goal Shooter
97,85,58,57,90,Goal Shooter
87,87,59,52,96,Goal Shooter
98,92,57,56,98,Goal Shooter
81,88,50,54,91,Goal Shooter
80,98,56,56,95,Goal Shooter
90,90,58,59,90,Goal Shooter
87,89,56,57,98,Goal Shooter
82,100,56,54,91,Goal Shooter
87,91,51,59,91,Goal Shooter
80,80,59,53,99,Goal Shooter
84,90,54,57,93,Goal Shooter
84,98,53,50,92,Goal Shooter
82,91,54,60,100,Goal Shooter
89,90,52,57,94,Goal Shooter
83,83,59,52,97,Goal Shooter
92,87,52,51,95,Goal Shooter
91,94,60,56,90,Goal Shooter
87,97,54,57,97,Goal Shooter
86,94,60,54,91,Goal Shooter
92,100,54,52,91,Goal Shooter
83,97,58,55,100,Goal Shooter
97,87,59,54,92,Goal Shooter
88,81,55,50,92,Goal Shooter
90,88,53,51,97,Goal Shooter
84,93,55,50,96,Goal Shooter
86,89,60,53,97,Goal Shooter
93,88,59,51,95,Goal Shooter
89,84,50,52,96,Goal Shooter
89,82,57,58,98,Goal Shooter
80,81,50,55,100,Goal Shooter
87,88,51,56,97,Goal Shooter
95,81,53,57,90,Goal Shooter
83,80,51,55,100,Goal Shooter
87,84,50,56,95,Goal Shooter
98,81,53,60,94,Goal Shooter
85,81,58,51,99,Goal Shooter
80,82,60,57,91,Goal Shooter
93,87,54,60,90,Goal Shooter
85,99,50,53,92,Goal Shooter
87,85,60,55,95,Goal Shooter
97,100,60,58,99,Goal Shooter
86,92,55,60,95,Goal Shooter
88,95,55,60,97,Goal Shooter
94,99,52,60,96,Goal Shooter
99,100,56,51,96,Goal Shooter
86,93,53,51,97,Goal Shooter
95,93,57,58,97,Goal Shooter
99,80,60,56,99,Goal Shooter
80,93,53,55,93,Goal Shooter
94,86,58,53,97,Goal Shooter
98,88,58,58,98,Goal Shooter
86,97,51,59,100,Goal Shooter
97,88,60,56,95,Goal Shooter
89,95,53,58,95,Goal Shooter
93,92,60,59,100,Goal Shooter
85,99,53,50,94,Goal Shooter
89,88,52,58,91,Goal Shooter
99,86,52,54,99,Goal Shooter
98,93,53,56,95,Goal Shooter
85,82,54,57,96,Goal Shooter
100,84,58,53,98,Goal Shooter
91,100,57,54,96,Goal Shooter
82,85,59,54,94,Goal Shooter
99,88,54,60,95,Goal Shooter
88,95,53,55,99,Goal Shooter
83,83,56,58,93,Goal Shooter
94,91,50,59,91,Goal Shooter
100,94,58,56,95,Goal Shooter
100,80,55,55,98,Goal Shooter
97,99,50,57,91,Goal Shooter
84,99,57,59,99,Goal Shooter
89,93,52,58,92,Goal Shooter
80,84,51,50,96,Goal Shooter
